"CODIGO CLIENTE";"%SHR GRUPO1 CLIENTE";"%SHR GRUPO 2 CLIENTE";"%SHR GRUPO 3 CLIENTE";"%SHR GRUPO 4 CLIENTE";"%SHR GRUPO 5 CLIENTE"
18242574;0,00;0,00;0,00;0,00;0,00
18242616;0,67;0,67;0,67;0,00;0,00
18241764;0,00;0,00;0,00;0,00;0,00
18241899;0,00;0,00;0,00;0,00;0,00
18240159;0,00;0,00;0,00;0,00;0,00
18241101;0,00;0,00;0,00;0,00;0,00
18241449;0,00;0,00;0,00;0,00;0,00
18241461;0,00;0,00;0,00;0,00;0,00
18238596;0,00;0,00;0,00;0,00;0,00
18238182;0,13;0,37;0,12;0,00;0,07
18236700;0,00;0,67;0,67;0,00;0,00
18237516;0,00;0,00;0,00;0,00;0,00
18235440;0,00;0,00;0,00;0,00;0,00
18235500;0,67;0,67;0,67;0,00;0,67
18235623;0,00;0,00;0,00;0,00;0,00
18235647;0,00;0,00;0,00;0,00;0,00
18235656;0,00;0,00;0,15;0,00;0,54
18235695;0,00;0,00;0,00;0,00;0,00
18236238;0,00;0,00;0,00;0,00;0,00
18236265;0,00;0,00;0,00;0,00;0,00
18234708;0,64;0,67;0,58;0,00;0,00
18234219;0,00;0,00;0,00;0,00;0,00
18234237;0,00;0,00;0,00;0,00;0,00
18232923;0,00;0,00;0,00;0,00;0,00
18233829;0,00;0,00;0,00;0,00;0,00
18234048;0,00;0,00;0,00;0,00;0,00
18232920;0,00;0,00;0,00;0,00;0,00
18231258;0,00;0,00;0,00;0,00;0,00
18229524;0,00;0,00;0,00;0,00;0,00
18228927;0,00;0,00;0,00;0,00;0,00
18228936;0,00;0,00;0,00;0,00;0,00
18228960;0,00;0,00;0,00;0,00;0,00
18227580;0,00;0,00;0,00;0,00;0,00
18226098;0,00;0,00;0,00;0,00;0,00
18226158;0,67;0,00;0,67;0,00;0,00
18226167;0,00;0,00;0,67;0,00;0,00
18224694;0,67;0,67;0,67;0,00;0,00
18225057;0,00;0,00;0,00;0,00;0,00
18223905;0,00;0,00;0,00;0,00;0,00
18223950;0,00;0,00;0,00;0,00;0,00
18223968;0,30;0,00;0,30;0,00;0,00
18223488;0,00;0,00;0,00;0,00;0,00
18223530;0,00;0,00;0,00;0,00;0,00
18222711;0,51;0,42;0,67;0,00;0,00
18222219;0,67;0,67;0,67;0,00;0,67
18222279;0,09;0,12;0,10;0,00;0,03
18222294;0,56;0,67;0,48;0,00;0,00
18222300;0,00;0,00;0,00;0,00;0,00
18222585;0,67;0,00;0,67;0,67;0,67
18221574;0,00;0,00;0,00;0,00;0,00
18221667;0,00;0,00;0,00;0,00;0,00
18222024;0,00;0,00;0,00;0,00;0,00
18222144;0,67;0,00;0,67;0,00;0,67
18220860;0,00;0,00;0,00;0,00;0,00
18220923;0,46;0,00;0,46;0,00;0,00
18220941;0,00;0,00;0,00;0,00;0,00
18220971;0,32;0,29;0,40;0,00;0,67
18219819;0,50;0,67;0,46;0,00;0,00
18220425;0,00;0,00;0,00;0,00;0,00
18219261;0,00;0,00;0,00;0,00;0,00
18218487;0,00;0,00;0,00;0,00;0,00
18218580;0,00;0,00;0,00;0,00;0,00
18218607;0,57;0,00;0,59;0,00;0,41
18218166;0,00;0,00;0,00;0,00;0,00
18216336;0,00;0,00;0,00;0,00;0,00
18216339;0,00;0,67;0,67;0,00;0,00
18215769;0,00;0,00;0,00;0,00;0,00
18215823;0,00;0,00;0,00;0,00;0,00
18214701;0,00;0,00;0,00;0,00;0,00
18214818;0,67;0,67;0,67;0,00;0,67
18214428;0,00;0,00;0,00;0,00;0,00
18213582;0,59;0,67;0,59;0,00;0,39
18213753;0,00;0,00;0,00;0,00;0,00
18213768;0,00;0,00;0,00;0,00;0,00
18213807;0,00;0,00;0,00;0,00;0,00
18213822;0,00;0,00;0,00;0,00;0,00
18214014;0,00;0,00;0,00;0,00;0,00
18211737;0,00;0,00;0,00;0,00;0,00
18211935;0,00;0,00;0,00;0,00;0,00
18211938;0,67;0,00;0,67;0,00;0,00
18211983;0,00;0,00;0,00;0,00;0,00
18210168;0,00;0,00;0,00;0,00;0,00
18210462;0,67;0,00;0,67;0,00;0,00
18210633;0,00;0,00;0,00;0,00;0,00
18209685;0,67;0,67;0,67;0,00;0,00
18208245;0,00;0,00;0,48;0,00;0,00
18207756;0,67;0,00;0,67;0,00;0,00
18206499;0,67;0,00;0,67;0,00;0,00
18206691;0,00;0,00;0,00;0,00;0,00
18206979;0,00;0,00;0,00;0,00;0,00
18206358;0,00;0,00;0,00;0,00;0,00
18203847;0,67;0,67;0,67;0,00;0,67
18203370;0,00;0,00;0,00;0,00;0,00
18202533;0,00;0,00;0,00;0,00;0,00
18202620;0,00;0,00;0,00;0,00;0,00
18203016;0,00;0,00;0,00;0,00;0,00
18203064;0,00;0,00;0,00;0,00;0,00
18200259;0,00;0,00;0,00;0,00;0,00
18200706;0,00;0,00;0,00;0,00;0,00
18200823;0,00;0,00;0,00;0,00;0,00
18201228;0,00;0,00;0,00;0,00;0,00
18199545;0,00;0,00;0,00;0,00;0,00
18199689;0,00;0,00;0,00;0,00;0,00
18199347;0,00;0,00;0,00;0,00;0,00
18198195;0,00;0,00;0,00;0,00;0,00
18198528;0,00;0,00;0,00;0,00;0,00
18198894;0,00;0,00;0,00;0,00;0,00
18198000;0,45;0,67;0,67;0,00;0,06
18197010;0,67;0,67;0,67;0,00;0,00
18195663;0,67;0,00;0,67;0,00;0,67
18195849;0,40;0,40;0,00;0,00;0,00
18195987;0,63;0,67;0,67;0,00;0,32
18194967;0,29;0,20;0,50;0,00;0,23
18195195;0,43;0,39;0,57;0,67;0,12
18195297;0,00;0,00;0,00;0,00;0,00
18195300;0,53;0,44;0,67;0,00;0,00
18195306;0,00;0,00;0,00;0,00;0,00
18194058;0,53;0,44;0,67;0,00;0,00
18194292;0,00;0,00;0,00;0,00;0,00
18194325;0,00;0,00;0,00;0,00;0,00
18192702;0,41;0,37;0,41;0,00;0,67
18193734;0,00;0,00;0,00;0,00;0,00
18193737;0,00;0,00;0,00;0,00;0,00
18193764;0,00;0,00;0,00;0,00;0,00
18192543;0,67;0,67;0,67;0,00;0,67
18192546;0,45;0,40;0,41;0,00;0,67
18191421;0,00;0,00;0,00;0,00;0,00
18190047;0,00;0,00;0,00;0,00;0,00
18190758;0,00;0,00;0,00;0,00;0,00
18187698;0,00;0,00;0,00;0,00;0,00
18188301;0,52;0,53;0,67;0,00;0,19
18186366;0,48;0,00;0,49;0,00;0,43
18185499;0,00;0,00;0,00;0,00;0,00
18184989;0,53;0,00;0,00;0,00;0,53
18183507;0,00;0,00;0,00;0,00;0,00
18183585;0,00;0,00;0,00;0,00;0,00
18183708;0,00;0,00;0,00;0,00;0,00
18183447;0,00;0,00;0,00;0,00;0,00
18182955;0,00;0,00;0,00;0,00;0,00
18182964;0,00;0,00;0,00;0,00;0,00
18182982;0,54;0,00;0,67;0,00;0,43
18183264;0,67;0,67;0,67;0,00;0,00
18182388;0,67;0,67;0,67;0,00;0,67
18182559;0,00;0,00;0,00;0,00;0,00
18181956;0,00;0,00;0,00;0,00;0,00
18181965;0,00;0,00;0,00;0,00;0,00
18182316;0,00;0,00;0,00;0,00;0,00
18181641;0,67;0,00;0,67;0,00;0,00
18181659;0,00;0,00;0,00;0,00;0,00
18180924;0,00;0,00;0,00;0,00;0,00
18181104;0,23;0,29;0,51;0,00;0,05
18180777;0,00;0,00;0,00;0,00;0,00
18179757;0,00;0,00;0,00;0,00;0,00
18179007;0,67;0,67;0,67;0,00;0,00
18178734;0,67;0,67;0,67;0,00;0,00
18178182;0,00;0,00;0,00;0,00;0,00
18176880;0,00;0,00;0,18;0,00;0,00
18176886;0,36;0,31;0,43;0,00;0,00
18175908;0,67;0,67;0,67;0,00;0,00
18175977;0,00;0,00;0,00;0,00;0,00
18175998;0,00;0,00;0,00;0,00;0,00
18175305;0,67;0,00;0,67;0,00;0,67
18174387;0,00;0,00;0,00;0,00;0,00
18174552;0,44;0,33;0,67;0,00;0,00
18174813;0,00;0,00;0,00;0,00;0,00
18173286;0,67;0,67;0,67;0,00;0,67
18173436;0,29;0,27;0,47;0,00;0,26
18173535;0,00;0,00;0,00;0,00;0,00
18173760;0,67;0,67;0,67;0,00;0,00
18172605;0,00;0,00;0,00;0,00;0,00
18172776;0,67;0,00;0,67;0,00;0,00
18172854;0,00;0,00;0,00;0,00;0,00
18172977;0,00;0,00;0,00;0,00;0,00
18173136;0,00;0,00;0,00;0,00;0,00
18172329;0,09;0,25;0,12;0,00;0,03
18171486;0,00;0,00;0,00;0,00;0,00
18171744;0,61;0,53;0,67;0,00;0,67
18171798;0,00;0,00;0,00;0,00;0,00
18169605;0,31;0,67;0,13;0,00;0,00
18169623;0,00;0,00;0,00;0,00;0,00
18169641;0,54;0,57;0,67;0,00;0,13
18169644;0,00;0,00;0,00;0,00;0,00
18169647;0,00;0,00;0,00;0,00;0,00
18169650;0,00;0,00;0,00;0,00;0,00
18168420;0,67;0,67;0,67;0,00;0,67
18166656;0,67;0,67;0,67;0,00;0,00
18166830;0,00;0,00;0,00;0,00;0,00
18166854;0,67;0,00;0,67;0,00;0,00
18166026;0,00;0,00;0,00;0,00;0,00
18166044;0,00;0,00;0,00;0,00;0,00
18166122;0,00;0,00;0,00;0,00;0,00
18165111;0,00;0,00;0,00;0,00;0,00
18164619;0,00;0,00;0,00;0,00;0,00
18164766;0,00;0,00;0,00;0,00;0,00
18164787;0,67;0,00;0,67;0,00;0,00
18164841;0,00;0,00;0,00;0,00;0,00
18163635;0,00;0,00;0,00;0,00;0,00
18162789;0,00;0,00;0,00;0,00;0,00
18161310;0,67;0,67;0,67;0,00;0,00
18161907;0,00;0,00;0,00;0,00;0,00
18160119;0,67;0,67;0,67;0,00;0,00
18160332;0,00;0,00;0,00;0,00;0,00
18160449;0,00;0,00;0,00;0,00;0,00
18159429;0,00;0,00;0,00;0,00;0,00
18159720;0,11;0,00;0,11;0,00;0,00
18159732;0,67;0,67;0,67;0,00;0,00
18160002;0,16;0,14;0,40;0,00;0,11
18157746;0,00;0,00;0,00;0,00;0,00
18158115;0,54;0,67;0,67;0,00;0,26
18157278;0,00;0,00;0,00;0,00;0,00
18155331;0,22;0,13;0,67;0,00;0,67
18154167;0,00;0,00;0,00;0,00;0,00
18154236;0,67;0,67;0,67;0,00;0,67
18154794;0,00;0,00;0,00;0,00;0,00
18153576;0,00;0,00;0,00;0,00;0,00
18153213;0,67;0,67;0,67;0,00;0,00
18153432;0,00;0,00;0,00;0,00;0,00
18152277;0,00;0,00;0,00;0,00;0,00
18152310;0,00;0,00;0,00;0,00;0,00
18151428;0,00;0,00;0,00;0,00;0,00
18150969;0,00;0,00;0,00;0,00;0,00
18150981;0,49;0,49;0,49;0,00;0,00
18148572;0,00;0,00;0,00;0,00;0,00
18147777;0,67;0,00;0,67;0,00;0,67
18148095;0,00;0,00;0,00;0,00;0,00
18148167;0,00;0,00;0,00;0,00;0,00
18147285;0,40;0,00;0,40;0,00;0,00
18146658;0,00;0,00;0,00;0,00;0,00
18146661;0,67;0,00;0,67;0,00;0,00
18146124;0,64;0,62;0,67;0,00;0,67
18146367;0,00;0,00;0,00;0,00;0,00
18144813;0,00;0,00;0,00;0,00;0,00
18145176;0,00;0,00;0,00;0,00;0,00
18144738;0,56;0,46;0,67;0,00;0,67
18144627;0,00;0,00;0,00;0,00;0,00
18143289;0,00;0,00;0,00;0,00;0,00
18143319;0,00;0,00;0,00;0,00;0,00
18143355;0,00;0,00;0,00;0,00;0,00
18143559;0,00;0,00;0,00;0,00;0,00
18141969;0,67;0,67;0,67;0,00;0,00
18141987;0,00;0,00;0,00;0,00;0,00
18142374;0,00;0,00;0,00;0,00;0,00
18140568;0,00;0,00;0,00;0,00;0,00
18140940;0,00;0,00;0,00;0,00;0,00
18138117;0,00;0,00;0,00;0,00;0,00
18136911;0,67;0,67;0,67;0,00;0,00
18136914;0,67;0,67;0,67;0,00;0,67
18136578;0,36;0,41;0,35;0,00;0,11
18136626;0,07;0,00;0,06;0,00;0,19
18135735;0,00;0,00;0,00;0,00;0,00
18135741;0,00;0,00;0,00;0,00;0,00
18135747;0,00;0,00;0,00;0,00;0,00
18135777;0,00;0,00;0,00;0,00;0,00
18135780;0,00;0,00;0,00;0,00;0,00
18135783;0,00;0,00;0,00;0,00;0,00
18135804;0,00;0,00;0,00;0,00;0,00
18135852;0,67;0,00;0,67;0,00;0,00
18135882;0,67;0,67;0,67;0,00;0,00
18135258;0,00;0,00;0,00;0,00;0,00
18135351;0,00;0,00;0,00;0,00;0,00
18135522;0,29;0,00;0,29;0,00;0,00
18135537;0,37;0,46;0,67;0,00;0,18
18134880;0,42;0,53;0,53;0,00;0,14
18134910;0,00;0,00;0,00;0,00;0,00
18134175;0,00;0,00;0,00;0,00;0,00
18133044;0,09;0,00;0,09;0,00;0,00
18133674;0,61;0,67;0,57;0,00;0,32
18132750;0,00;0,00;0,00;0,00;0,00
18130242;0,00;0,00;0,00;0,00;0,00
18130257;0,42;0,00;0,42;0,00;0,00
18130284;0,43;0,00;0,67;0,00;0,13
18130305;0,67;0,67;0,00;0,00;0,00
18129957;0,00;0,00;0,00;0,00;0,00
18130110;0,00;0,00;0,00;0,00;0,00
18130119;0,00;0,00;0,00;0,00;0,00
18130149;0,67;0,00;0,67;0,00;0,67
18130170;0,26;0,00;0,24;0,00;0,60
18129375;0,51;0,57;0,30;0,00;0,24
18129465;0,29;0,00;0,29;0,00;0,00
18128973;0,48;0,33;0,67;0,00;0,15
18128217;0,64;0,67;0,67;0,00;0,53
18128367;0,00;0,00;0,00;0,00;0,00
18128373;0,00;0,00;0,00;0,00;0,00
18128379;0,00;0,00;0,00;0,00;0,00
18127617;0,45;0,67;0,35;0,00;0,00
18126900;0,54;0,67;0,55;0,00;0,15
18126930;0,67;0,67;0,67;0,00;0,00
18123738;0,67;0,67;0,67;0,00;0,00
18123753;0,00;0,00;0,00;0,00;0,00
18123756;0,00;0,00;0,00;0,00;0,00
18123762;0,00;0,00;0,00;0,00;0,00
18123798;0,00;0,00;0,00;0,00;0,00
18123804;0,38;0,36;0,40;0,00;0,00
18123813;0,67;0,67;0,67;0,00;0,00
18123834;0,00;0,00;0,00;0,00;0,00
18123840;0,00;0,00;0,00;0,00;0,00
18123864;0,53;0,57;0,55;0,00;0,28
18123882;0,00;0,00;0,00;0,00;0,00
18123885;0,57;0,50;0,67;0,00;0,00
18123891;0,49;0,50;0,00;0,00;0,44
18123894;0,00;0,00;0,00;0,00;0,00
18123900;0,00;0,00;0,00;0,00;0,00
18123906;0,00;0,00;0,00;0,00;0,00
18120801;0,00;0,00;0,00;0,00;0,00
18120831;0,00;0,00;0,00;0,00;0,00
18120840;0,00;0,00;0,00;0,00;0,00
18120846;0,00;0,00;0,00;0,00;0,00
18120858;0,00;0,00;0,00;0,00;0,00
18121287;0,00;0,00;0,00;0,00;0,00
18120504;0,00;0,00;0,00;0,00;0,00
18120051;0,67;0,67;0,67;0,00;0,00
18119496;0,00;0,00;0,00;0,00;0,00
18119508;0,20;0,67;0,38;0,00;0,07
18119535;0,67;0,67;0,67;0,00;0,00
18117594;0,00;0,00;0,00;0,00;0,00
18115899;0,49;0,43;0,52;0,67;0,53
18115959;0,00;0,00;0,00;0,00;0,00
18115833;0,67;0,67;0,67;0,00;0,00
18113553;0,00;0,00;0,00;0,00;0,00
18113727;0,31;0,22;0,44;0,00;0,00
18113829;0,00;0,00;0,00;0,00;0,00
18113196;0,53;0,67;0,67;0,00;0,21
18105966;0,30;0,67;0,67;0,00;0,12
18104496;0,00;0,00;0,00;0,00;0,00
18104511;0,48;0,38;0,67;0,00;0,00
18104517;0,00;0,00;0,00;0,00;0,00
18104520;0,00;0,00;0,00;0,00;0,00
18104841;0,00;0,00;0,00;0,00;0,00
18104361;0,55;0,00;0,67;0,00;0,27
18103347;0,67;0,67;0,67;0,00;0,67
18103383;0,18;0,00;0,17;0,00;0,43
18103395;0,00;0,00;0,00;0,00;0,00
18103611;0,00;0,00;0,00;0,00;0,00
18103071;0,00;0,00;0,00;0,00;0,00
18103206;0,00;0,00;0,00;0,00;0,00
18103251;0,00;0,00;0,00;0,00;0,00
18102552;0,00;0,00;0,00;0,00;0,00
18102702;0,00;0,00;0,00;0,00;0,00
18101631;0,37;0,33;0,54;0,00;0,10
18101634;0,67;0,67;0,67;0,00;0,67
18101646;0,00;0,00;0,00;0,00;0,00
18101649;0,00;0,00;0,00;0,00;0,00
18101652;0,00;0,00;0,00;0,00;0,00
18101673;0,67;0,00;0,67;0,00;0,00
18101679;0,00;0,00;0,00;0,00;0,00
18101685;0,00;0,00;0,00;0,00;0,00
18101691;0,00;0,00;0,00;0,00;0,00
18101025;0,00;0,00;0,00;0,00;0,00
18100659;0,00;0,00;0,00;0,00;0,00
18099774;0,00;0,00;0,00;0,00;0,00
18099819;0,67;0,00;0,67;0,00;0,00
18099057;0,00;0,00;0,00;0,00;0,00
18099060;0,00;0,00;0,00;0,00;0,00
18099084;0,00;0,00;0,00;0,00;0,00
18099426;0,00;0,00;0,00;0,00;0,00
18097893;0,60;0,52;0,67;0,00;0,67
18098418;0,00;0,00;0,10;0,00;0,53
18098430;0,37;0,38;0,44;0,00;0,27
18098442;0,12;0,04;0,32;0,00;0,09
18098445;0,00;0,00;0,00;0,00;0,00
18098457;0,00;0,00;0,00;0,00;0,00
18097827;0,00;0,00;0,00;0,00;0,00
18097830;0,00;0,00;0,00;0,00;0,00
18096399;0,67;0,67;0,67;0,00;0,62
18096420;0,00;0,00;0,00;0,00;0,00
18096432;0,00;0,00;0,00;0,00;0,00
18096831;0,00;0,00;0,00;0,00;0,00
18096858;0,00;0,00;0,00;0,00;0,00
18096921;0,00;0,00;0,00;0,00;0,00
18094497;0,00;0,00;0,00;0,00;0,00
18094539;0,00;0,00;0,00;0,00;0,00
18094566;0,00;0,00;0,00;0,00;0,00
18094578;0,00;0,00;0,00;0,00;0,00
18094662;0,00;0,00;0,00;0,00;0,00
18094710;0,00;0,00;0,00;0,00;0,00
18094713;0,00;0,00;0,00;0,00;0,00
18094863;0,00;0,00;0,00;0,00;0,00
18094875;0,00;0,00;0,00;0,00;0,00
18094890;0,00;0,00;0,00;0,00;0,00
18094893;0,00;0,00;0,00;0,00;0,00
18094896;0,00;0,00;0,00;0,00;0,00
18093504;0,00;0,00;0,00;0,00;0,00
18092568;0,00;0,00;0,00;0,00;0,00
18092166;0,00;0,00;0,00;0,00;0,00
18092220;0,00;0,00;0,00;0,00;0,00
18092223;0,00;0,00;0,00;0,00;0,00
18091776;0,38;0,33;0,43;0,00;0,00
18090021;0,00;0,00;0,00;0,00;0,00
18090024;0,00;0,00;0,00;0,00;0,00
18090033;0,00;0,00;0,00;0,00;0,00
18090036;0,34;0,30;0,44;0,00;0,00
18090042;0,00;0,00;0,00;0,00;0,00
18090051;0,00;0,00;0,00;0,00;0,00
18090135;0,00;0,00;0,00;0,00;0,00
18083343;0,00;0,00;0,00;0,00;0,00
18083367;0,00;0,00;0,00;0,00;0,00
18083379;0,00;0,00;0,00;0,00;0,00
18083382;0,00;0,00;0,00;0,00;0,00
18083385;0,00;0,00;0,00;0,00;0,00
18083388;0,67;0,00;0,67;0,00;0,00
18083391;0,00;0,00;0,00;0,00;0,00
18083394;0,67;0,00;0,67;0,00;0,00
18083403;0,00;0,00;0,00;0,00;0,00
18082830;0,66;0,67;0,67;0,00;0,44
18082242;0,00;0,00;0,00;0,00;0,00
18082263;0,00;0,00;0,00;0,00;0,00
18081255;0,00;0,00;0,00;0,00;0,00
18081303;0,00;0,00;0,00;0,00;0,00
18081543;0,00;0,00;0,00;0,00;0,00
18081558;0,00;0,00;0,00;0,00;0,00
18081561;0,00;0,00;0,00;0,00;0,00
18080808;0,59;0,67;0,52;0,00;0,00
18080940;0,00;0,00;0,00;0,00;0,00
18080961;0,00;0,00;0,00;0,00;0,00
18080976;0,00;0,00;0,00;0,00;0,00
18079743;0,00;0,00;0,00;0,00;0,00
18079788;0,00;0,00;0,00;0,00;0,00
18079833;0,00;0,00;0,00;0,00;0,00
18079863;0,00;0,00;0,00;0,00;0,00
18078945;0,00;0,00;0,00;0,00;0,00
18078999;0,67;0,67;0,67;0,00;0,00
18079008;0,67;0,00;0,67;0,00;0,00
18078189;0,00;0,00;0,00;0,00;0,00
18078195;0,67;0,67;0,67;0,00;0,67
18078201;0,00;0,00;0,00;0,00;0,00
18078210;0,00;0,00;0,00;0,00;0,00
18078225;0,00;0,00;0,00;0,00;0,00
18077802;0,00;0,00;0,00;0,00;0,00
18077301;0,00;0,00;0,00;0,00;0,00
18075663;0,00;0,00;0,00;0,00;0,00
18075666;0,00;0,00;0,00;0,00;0,00
18075672;0,00;0,00;0,00;0,00;0,00
18075270;0,00;0,00;0,00;0,00;0,00
18075288;0,00;0,00;0,00;0,00;0,00
18075294;0,39;0,40;0,38;0,00;0,00
18075306;0,44;0,33;0,67;0,00;0,00
18074880;0,67;0,67;0,67;0,00;0,00
18073557;0,32;0,22;0,67;0,00;0,26
18073569;0,67;0,00;0,67;0,00;0,00
18072366;0,00;0,00;0,00;0,00;0,00
18072372;0,00;0,00;0,00;0,00;0,00
18071805;0,00;0,00;0,00;0,00;0,00
18071859;0,00;0,00;0,00;0,00;0,00
18071880;0,67;0,67;0,67;0,00;0,00
18071973;0,67;0,67;0,67;0,00;0,67
18072069;0,00;0,00;0,00;0,00;0,00
18070026;0,41;0,00;0,39;0,00;0,53
18070041;0,37;0,38;0,52;0,00;0,09
18070077;0,00;0,00;0,00;0,00;0,00
18070107;0,00;0,00;0,00;0,00;0,00
18067692;0,00;0,00;0,00;0,00;0,00
18067920;0,00;0,00;0,00;0,00;0,00
18068016;0,00;0,00;0,00;0,00;0,00
18068025;0,00;0,00;0,00;0,00;0,00
18065979;0,00;0,00;0,00;0,00;0,00
18066006;0,00;0,00;0,00;0,00;0,00
18063864;0,00;0,00;0,00;0,00;0,00
18063438;0,00;0,00;0,00;0,00;0,00
18062775;0,00;0,00;0,00;0,00;0,00
18062967;0,44;0,48;0,67;0,00;0,16
18062289;0,00;0,00;0,00;0,00;0,00
18062520;0,00;0,00;0,00;0,00;0,00
18061566;0,00;0,00;0,00;0,00;0,00
18061575;0,00;0,00;0,00;0,00;0,00
18061032;0,00;0,00;0,00;0,00;0,00
18061137;0,00;0,00;0,00;0,00;0,00
18061185;0,00;0,00;0,00;0,00;0,00
18061221;0,00;0,00;0,00;0,00;0,00
18061227;0,20;0,00;0,20;0,00;0,00
18061233;0,48;0,67;0,37;0,00;0,00
18061251;0,00;0,00;0,00;0,00;0,00
18061269;0,00;0,00;0,00;0,00;0,00
18061308;0,00;0,00;0,00;0,00;0,00
18059319;0,00;0,00;0,00;0,00;0,00
18059019;0,00;0,00;0,00;0,00;0,00
18059025;0,00;0,00;0,00;0,00;0,00
18059031;0,00;0,00;0,00;0,00;0,00
18057417;0,00;0,00;0,00;0,00;0,00
18057540;0,00;0,00;0,00;0,00;0,00
18057549;0,11;0,00;0,09;0,00;0,47
18057627;0,67;0,00;0,67;0,00;0,00
18056475;0,00;0,00;0,00;0,00;0,00
18055677;0,00;0,00;0,00;0,00;0,00
18055695;0,18;0,67;0,16;0,00;0,03
18055710;0,36;0,42;0,32;0,00;0,00
18054408;0,00;0,00;0,00;0,00;0,00
18054411;0,48;0,67;0,67;0,00;0,18
18053763;0,00;0,00;0,00;0,00;0,00
18053766;0,46;0,48;0,60;0,00;0,21
18053772;0,30;0,67;0,19;0,00;0,00
18053787;0,00;0,00;0,00;0,00;0,00
18052311;0,32;0,67;0,21;0,00;0,00
18051045;0,59;0,67;0,60;0,00;0,28
18051048;0,00;0,00;0,00;0,00;0,00
18051063;0,00;0,00;0,00;0,00;0,00
18051075;0,00;0,00;0,00;0,00;0,00
18050010;0,00;0,00;0,00;0,00;0,00
18050334;0,56;0,00;0,55;0,00;0,67
18050337;0,00;0,00;0,00;0,00;0,00
18050352;0,00;0,00;0,00;0,00;0,00
18050373;0,67;0,00;0,67;0,00;0,00
18050391;0,63;0,00;0,67;0,00;0,47
18049287;0,25;0,47;0,16;0,00;0,67
18049293;0,00;0,00;0,00;0,00;0,00
18049308;0,63;0,00;0,67;0,00;0,48
18048570;0,65;0,00;0,67;0,00;0,45
18047424;0,00;0,00;0,00;0,00;0,00
18047439;0,00;0,00;0,00;0,00;0,00
18047472;0,67;0,67;0,67;0,00;0,00
18047523;0,00;0,00;0,00;0,00;0,00
18047553;0,00;0,00;0,00;0,00;0,00
18047385;0,00;0,00;0,00;0,00;0,00
18047391;0,00;0,00;0,00;0,00;0,00
18047400;0,00;0,00;0,00;0,00;0,00
18047001;0,00;0,00;0,00;0,00;0,00
18047076;0,00;0,00;0,00;0,00;0,00
18046674;0,66;0,67;0,67;0,00;0,60
18046677;0,49;0,67;0,34;0,00;0,33
18046218;0,00;0,00;0,00;0,00;0,00
18046227;0,00;0,00;0,00;0,00;0,00
18046272;0,00;0,00;0,00;0,00;0,00
18046287;0,67;0,67;0,67;0,00;0,00
18046299;0,00;0,00;0,00;0,00;0,00
18045843;0,00;0,00;0,00;0,00;0,00
18045750;0,00;0,00;0,00;0,00;0,00
18045069;0,00;0,00;0,00;0,00;0,00
18044763;0,31;0,15;0,38;0,00;0,35
18043746;0,32;0,20;0,67;0,00;0,67
18043152;0,00;0,00;0,00;0,00;0,00
18043170;0,00;0,00;0,00;0,00;0,00
18042447;0,67;0,00;0,67;0,00;0,00
18042825;0,67;0,67;0,67;0,00;0,00
18041754;0,00;0,00;0,00;0,00;0,00
18041802;0,00;0,00;0,00;0,00;0,00
18041838;0,00;0,00;0,00;0,00;0,00
18041877;0,18;0,00;0,16;0,00;0,33
18040515;0,00;0,00;0,00;0,00;0,00
18040521;0,00;0,00;0,00;0,00;0,00
18039879;0,46;0,00;0,51;0,00;0,29
18039972;0,00;0,00;0,00;0,00;0,00
18039984;0,00;0,00;0,00;0,00;0,00
18039990;0,00;0,00;0,00;0,00;0,00
18039996;0,00;0,00;0,00;0,00;0,00
18040014;0,00;0,00;0,00;0,00;0,00
18040068;0,54;0,67;0,61;0,00;0,12
18039609;0,22;0,27;0,18;0,00;0,00
18038250;0,58;0,56;0,67;0,00;0,43
18037860;0,00;0,00;0,00;0,00;0,00
18037896;0,00;0,00;0,00;0,00;0,00
18037983;0,00;0,00;0,00;0,00;0,00
18037998;0,00;0,00;0,00;0,00;0,00
18038019;0,24;0,17;0,44;0,00;0,60
18037401;0,00;0,00;0,00;0,00;0,00
18037419;0,67;0,67;0,67;0,00;0,00
18037710;0,00;0,00;0,00;0,00;0,00
18035874;0,00;0,00;0,00;0,00;0,00
18036105;0,00;0,00;0,00;0,00;0,00
18035676;0,00;0,00;0,00;0,00;0,00
18034851;0,00;0,00;0,00;0,00;0,00
18034038;0,00;0,00;0,00;0,00;0,00
18034077;0,00;0,00;0,00;0,00;0,00
18034083;0,00;0,00;0,00;0,00;0,00
18033612;0,00;0,00;0,00;0,00;0,00
18032661;0,65;0,67;0,67;0,00;0,53
18032190;0,00;0,00;0,00;0,00;0,00
18030945;0,67;0,00;0,67;0,00;0,00
18031044;0,00;0,00;0,00;0,00;0,00
18029103;0,00;0,00;0,67;0,00;0,00
18028236;0,00;0,00;0,00;0,00;0,00
18028242;0,00;0,00;0,00;0,00;0,00
18028257;0,00;0,00;0,00;0,00;0,00
18028275;0,00;0,00;0,00;0,00;0,00
18027810;0,62;0,00;0,67;0,00;0,49
18027867;0,00;0,00;0,00;0,00;0,00
18027882;0,00;0,00;0,00;0,00;0,00
18027312;0,00;0,00;0,00;0,00;0,00
18026649;0,60;0,67;0,57;0,00;0,00
18026694;0,00;0,00;0,00;0,00;0,00
